account,date,daily_pnl,win_rate,avg_trade_size,num_trades,long_ratio,sentiment
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-02-19,553818.000465,0.3910569105691057,798.100564308943,7380,0.4711382113821138,Fear
0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,2025-06-15,102460.17164,0.17647058823529413,84.33139318885449,323,0.17647058823529413,
0xb899e522b5715391ae1d4f137653e7906c5e2115,2025-02-19,22488.500821,0.4386109962794543,268.0968867465895,4838,0.48945845390657294,Fear
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-02-19,940157.212682,0.46753185464841907,208.86921428645587,21190,0.5283152430391694,Fear
0xbaaaf6571ab7d571043ff1e313a9609a10637864,2025-06-15,6.593538,1.0,0.365,2,0.0,
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2024-10-27,11671.68,0.15355805243445692,1936.3370786516855,267,0.18352059925093633,Greed
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-02-19,325441.97721599997,0.3722297602894618,4324.115647937585,2211,0.4767073722297603,Fear
0xbd5fead7180a9c139fa51a103cb6a2ce86ddb5c3,2025-06-15,-116594.595363,0.006134969325153374,434.3803680981595,163,0.5521472392638037,
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2024-10-27,684215.002602,0.5692603460487706,109.59313191338663,9883,0.3128604674693919,Greed
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-02-19,126967.976166,0.3848636073693295,92.51356075172001,26651,0.4715770515177667,Fear
0xbee1707d6b44d4d52bfe19e41f8a828645437aab,2025-06-15,24897.574309,0.363013698630137,90.03149589041097,3650,0.48027397260273974,
